,author,published_at,updated_at,like_count,text
730,@sarthakghosh1635,2024-09-03T02:55:04Z,2024-09-03T02:55:04Z,0,The whole Naman Arora bit was a setup by Samay. Samay knows him from before. He was already going to open for Samay. He is well known in the circuit . He has been associated with Kapil Sharma show as well apparently. So the whole bit was marketing for Samays upcoming show and he also made sure that the money stays within themselves. Pretty sleek. But disappointing for audience who got duped. Including me.
731,@nextexpiry8824,2024-09-03T02:35:21Z,2024-09-03T02:35:21Z,1,i just came here for naman
732,@Arslaan_Farooqui,2024-09-03T02:25:51Z,2024-09-03T02:25:51Z,0,Naman ka hawan😂❤
733,@rtsworld6572,2024-09-03T02:23:39Z,2024-09-03T02:23:39Z,0,he is good
734,@MonkeyLuffy-v5z,2024-09-03T01:54:47Z,2024-09-03T01:54:47Z,0,5th episode me hi talent hunt ho gaya🎉🎉🎉🎉🎉🎉Naman Arora🤌🏻🤍🧿
735,@gurkamalsinghkamal36,2024-09-03T01:48:11Z,2024-09-03T01:48:11Z,0,"<a href=""UCAov2BBv1ZJav0c_yHEciAw/a9dnX6GMMtGQ-gP_vYOYAw""></a><a href=""UCAov2BBv1ZJav0c_yHEciAw/a9dnX6GMMtGQ-gP_vYOYAw""></a>"
736,@Scott_art,2024-09-03T01:36:39Z,2024-09-03T01:36:39Z,0,As a guest elvish yadav ko bulao bhai please 🥺
737,@guitarfunindia,2024-09-03T01:10:35Z,2024-09-03T01:10:35Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2685"">44:45</a> : Kashmir= no internet - samay💀💀"
738,@Kcy552,2024-09-03T00:02:08Z,2024-09-03T00:02:08Z,0,Winning moment was😭😭❣️❣️❣️
739,@abhishekdatta2945,2024-09-02T23:21:30Z,2024-09-02T23:21:30Z,0,"Start from <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=846"">14:06</a>"
740,@harshbeniwal7283,2024-09-02T22:33:04Z,2024-09-02T22:33:04Z,0,😂
741,@maloydey9182,2024-09-02T22:08:20Z,2024-09-02T22:08:20Z,0,That guys just nailed it ❤
742,@maloydey9182,2024-09-02T22:07:54Z,2024-09-02T22:07:54Z,0,Best😂😂😂
743,@joshikrishna7118,2024-09-02T21:55:33Z,2024-09-02T21:55:33Z,0,Bhai next videos kab post kar rahe ho ???? This is so good
744,@imgr8harsh,2024-09-02T21:28:08Z,2024-09-02T21:28:08Z,0,"Kunal kamra ko koi kyu nhi janta, he is so talented!!"
745,@ishant.0909,2024-09-02T21:19:38Z,2024-09-02T21:19:38Z,0,remove Balraj from show
746,@GautamGotiPareek,2024-09-02T21:12:11Z,2024-09-02T21:12:11Z,0,Naman bhai to next leval Actor hai यार❤❤❤ ओर भाई साहब Balraj sir तों यार छाप रख गये उनकी ये हरकतें सब पे भारी है 💓💓
747,@AKASHDas-l3v,2024-09-02T21:10:41Z,2024-09-02T21:10:41Z,0,Yy
748,@rainbowlive8710,2024-09-02T21:03:14Z,2024-09-02T21:03:14Z,0,At 39.20 Kunal kamra wanted to laugh but controlled kahi congress wale na dekh lee. Yaha se bhi funding band naa hoo jae
749,@randomthoughtsthatmakesmed170,2024-09-02T20:55:49Z,2024-09-02T20:55:49Z,0,Naman is a trained actor it&#39;s pretty much clear
750,@mongo2958,2024-09-02T20:50:51Z,2024-09-02T20:50:51Z,0,"Sweta Singh ek no. Ka red flag hai lekin khudko green flag samajh rahi thi, khudko ladki samjho flag nahi"
751,@priteshpalasiya2154,2024-09-02T20:33:46Z,2024-09-02T20:33:46Z,0,Ep 6 kab aarha h 😅😅😅
752,@someonespecial4760,2024-09-02T20:31:51Z,2024-09-02T20:31:51Z,0,"Every contestant were talented but they were in wrong show. First girl was great in poetry, Second one was good at dance, third was good at singing, last one upside down painting in 2 mins was amazing but they failed to acknowledge it. Naman is a pure Gem❤️"
753,@SneHILDwiVEDI-ew4zw,2024-09-02T20:27:59Z,2024-09-02T20:27:59Z,0,samay bhai singing ka chance chiye mere dost ko please dedo chance
754,@aaishayusra,2024-09-02T20:18:50Z,2024-09-02T20:18:50Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3297"">54:57</a> FINALLY A DESERVING WINNER🥹💛"
755,@aaishayusra,2024-09-02T20:15:45Z,2024-09-02T20:15:45Z,0,THIS NAMAN DUDE STOLE THE SHOW ISTG🤣🔥🔥🔥
756,@guruprasadmopagar6665,2024-09-02T20:09:00Z,2024-09-02T20:09:00Z,0,Bro I want see me in your panel😊😊❤❤
757,@sanjanasamal716,2024-09-02T20:04:30Z,2024-09-02T20:04:30Z,0,I watched Naman&#39;s performance multiple times and still can&#39;t get over it. He is a gem💎
758,@navindas1487,2024-09-02T19:49:54Z,2024-09-02T19:49:54Z,0,"I hate kunal kamra even more, hum  dost log bethkar isse acchi bakchodi kar lete hai"
759,@gitendrapatel1546,2024-09-02T19:48:31Z,2024-09-02T19:48:31Z,1,Naman arrora live his life with people&#39;s blessings &quot; jug jug jio&quot;
760,@anmols2806,2024-09-02T19:47:51Z,2024-09-02T19:47:51Z,0,Arre Bhai 4 baar aa ke dekh chuke Rahgir wala episode kab aayega?😭
761,@vishuarya2581,2024-09-02T19:47:12Z,2024-09-02T19:47:12Z,0,Naman rock...
762,@jumper69T,2024-09-02T19:40:49Z,2024-09-02T19:40:49Z,0,Watching the episode again for Naman&#39;s performance...guy killed it😂
763,@Kunalsprofitpath,2024-09-02T19:35:51Z,2024-09-02T19:35:51Z,0,Samay bhai naman jb opening act krega vo YouTube pe chahiye......!!!!!!!!!
764,@mayanksehgal7333,2024-09-02T19:27:28Z,2024-09-02T19:27:28Z,0,naman 🔥🤝
765,@JayKumar-pg2hd,2024-09-02T19:22:18Z,2024-09-02T19:22:18Z,0,Bhaukali show bro 😂
766,@RahulVerma-yk2re,2024-09-02T19:19:02Z,2024-09-02T19:19:02Z,0,Hahahah bohot funny bhai
767,@dewanshushekhawat3848,2024-09-02T19:14:28Z,2024-09-02T19:14:28Z,0,Bhai koi tho inke khane ka rost kro 😂😂😂
768,@KenZPlayZ-ms3ok,2024-09-02T19:07:39Z,2024-09-02T19:07:39Z,0,naman ko aage leke jaooo bhaiiii!!!!!!
769,@JayMahakalYouTubechannel,2024-09-02T19:04:45Z,2024-09-02T19:04:45Z,0,❤❤❤😊😊🤭🤭🤭📸
770,@sajjikhannawab2051,2024-09-02T19:04:25Z,2024-09-02T19:04:25Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2420"">40:20</a> best contestant"
771,@purabshekhrajka7624,2024-09-02T19:03:45Z,2024-09-02T19:03:45Z,0,So when am I getting pass 😅😂😂
772,@pramodprakash2097,2024-09-02T19:02:56Z,2024-09-02T19:02:56Z,0,Naman khel gya bhai judges k sath😂
773,@kaku387,2024-09-02T19:02:05Z,2024-09-02T19:02:05Z,0,"Why is Nimora scene deleted from this, Samay bhai 😢"
774,@Munavwar_ali,2024-09-02T19:00:15Z,2024-09-02T19:00:15Z,0,Mujhe do frre
775,@INDIANEDUCATIONVIDEO,2024-09-02T18:59:53Z,2024-09-02T18:59:53Z,0,mja aagya bhai 😂😂😂👍
776,@AlbaxSiddiqui,2024-09-02T18:58:44Z,2024-09-02T18:58:44Z,0,Muze dance aur gana sunke hi embarrasement hori hai. 😂
777,@gufranq,2024-09-02T18:57:33Z,2024-09-02T18:57:33Z,1,Pura ye show Naman ne uthaya he 🤣🤣🤣
778,@Microguru1,2024-09-02T18:57:03Z,2024-09-02T18:57:03Z,0,Kon kon aj dekh rha hai like kro😂
779,@nia-pq4sw,2024-09-02T18:56:57Z,2024-09-02T18:56:57Z,0,Like for naman 😂😂
780,@vikramparewa6045,2024-09-02T18:52:55Z,2024-09-02T18:52:55Z,0,Bhai sanjana ji ki insta id???
781,@dipaksoni1572,2024-09-02T18:52:23Z,2024-09-02T18:52:23Z,0,Maja aa gaya yar 😂
782,@AzharKhan-rr4ml,2024-09-02T18:49:11Z,2024-09-02T18:49:11Z,0,Bangar
783,@Samay_Raina_Fanhouse,2024-09-02T18:45:06Z,2024-09-02T18:45:06Z,0,Check more of samay Raina
784,@mayankchaturvedi2595,2024-09-02T18:44:36Z,2024-09-02T18:47:37Z,0,"Naman Arora will come from <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2273"">37:53</a> Thank me later✌️"
785,@stocks_ki_dunia,2024-09-02T18:40:02Z,2024-09-02T18:40:02Z,0,"Kunal kamra ne 8.5 bol ke ishara kia Naman ki taraf <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3284"">54:44</a> pe dekho Jake janbujh ke jitaya hai Naman ko"
786,@ShilajitbolchiVlogs,2024-09-02T18:39:30Z,2024-09-02T18:39:30Z,0,Why does Naman look like sasta Prateek Kuhad
787,@satyamraut65,2024-09-02T18:35:39Z,2024-09-02T18:35:39Z,0,Hlo sir nice
788,@anjalipriya4155,2024-09-02T18:29:47Z,2024-09-02T18:29:47Z,0,Naman Arora stole the show..Nailed it man👏🎬👏
789,@VanshSampat,2024-09-02T18:16:44Z,2024-09-02T18:16:44Z,0,Naman bhai was damm💥❤‍🔥
790,@VanshSampat,2024-09-02T18:14:44Z,2024-09-02T18:14:44Z,0,Watching samay bhai from so time he&#39;s doing so good. Making us laugh keep it up samay bhai ❤
791,@rtkmusicco,2024-09-02T18:14:21Z,2024-09-02T18:14:21Z,0,Hat&#39;s off to. @naman❤❤😂😂
792,@ManishPt3,2024-09-02T18:08:17Z,2024-09-02T18:08:17Z,0,Hii
793,@ibadrock,2024-09-02T18:05:29Z,2024-09-02T18:05:29Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=773"">12:53</a> I&#39;m also from bijnor😁"
794,@Manoj_Awachar9,2024-09-02T18:03:32Z,2024-09-02T18:03:32Z,0,Naman ko judge banao 😂
795,@somalibhattacharjee3685,2024-09-02T18:02:28Z,2024-09-02T18:02:28Z,1,Waiting for 7th September ❤
796,@UnknownBeasttt,2024-09-02T17:55:01Z,2024-09-02T17:55:01Z,1,bhai ep 06 kab aega <br>samay bhai itna Expance Qn ?
797,@rohitmohte70,2024-09-02T17:54:21Z,2024-09-02T17:54:21Z,0,Next episode kab aa raha hai yaar
798,@souviknath2249,2024-09-02T17:52:16Z,2024-09-02T17:52:16Z,0,ⓘ 𝘠𝘰𝘶 𝘤𝘢𝘯&#39;𝘵 𝘴𝘦𝘦 𝘵𝘩𝘪𝘴 𝘤𝘰𝘮𝘮𝘦𝘯𝘵 𝘣𝘦𝘤𝘢𝘶𝘴𝘦 𝘺𝘰𝘶 𝘢𝘳𝘦 𝘶𝘴𝘪𝘯𝘨 𝘢 𝘊𝘩𝘪𝘯𝘦𝘴𝘦 𝘮𝘰𝘣𝘪𝘭𝘦
799,@user-cd5sl9ic4k,2024-09-02T17:46:34Z,2024-09-02T17:46:34Z,0,Naman arora
800,@shivaadal1174,2024-09-02T17:40:25Z,2024-09-02T17:40:25Z,0,Till date best latent episode
801,@vidveshdixit3920,2024-09-02T17:35:32Z,2024-09-02T17:35:32Z,0,"Naman Arora <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2272"">37:52</a>"
802,@rohitsaini8205,2024-09-02T17:31:36Z,2024-09-02T17:31:36Z,0,🥰✅ wait for next episode
803,@VishnuTiwari2002,2024-09-02T17:24:20Z,2024-09-02T17:24:20Z,0,Shweta Singh was too good ❤️❤️
804,@kajaljaiswal514,2024-09-02T17:21:19Z,2024-09-02T17:21:31Z,0,What a show.😂 sending love from Kolkata . Wish you came🥲
805,@irtizaatiq3755,2024-09-02T17:04:20Z,2024-09-02T17:04:20Z,0,justice for painter it was really good yr
806,@neeladrimahato7207,2024-09-02T16:50:58Z,2024-09-02T16:50:58Z,0,dada next epidode
807,@prashantkenjale6559,2024-09-02T16:48:59Z,2024-09-02T16:48:59Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3520"">58:40</a> keep going samay bhai😂"
808,@_.AJ18,2024-09-02T16:47:20Z,2024-09-02T16:47:20Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2065"">34:25</a> 😭😭"
809,@arhamjain2537,2024-09-02T16:43:54Z,2024-09-02T16:43:54Z,1,Varun Grover in next episode pls
810,@MehnajKhatun-u3i,2024-09-02T16:41:07Z,2024-09-02T16:41:45Z,0,Unemployment in nice Language
811,@DhavalPatel-uo6nx,2024-09-02T16:29:11Z,2024-09-02T16:29:11Z,0,"Next episode Punit superstar, Deepak kalal"
812,@milindpatil4703,2024-09-02T16:25:04Z,2024-09-02T16:25:04Z,0,Kunal ke love de lage hai latka hai
813,@rohitsingh4324,2024-09-02T16:19:33Z,2024-09-02T16:19:33Z,1,I am here Only for Naman Arora..😂
814,@xclowngameing6635,2024-09-02T16:14:26Z,2024-09-02T16:14:26Z,0,7.08___pagol tichu lelo na🎉
815,@hemantnagar5916,2024-09-02T16:08:29Z,2024-09-02T16:08:29Z,0,Next episode?
816,@Dani1-officel,2024-09-02T16:01:33Z,2024-09-02T16:01:33Z,0,3rd is best 😂😂😂bro
817,@AbdulRafay1980,2024-09-02T15:58:15Z,2024-09-02T15:58:15Z,0,naman is best
818,@Sumit_Nehra,2024-09-02T15:57:50Z,2024-09-02T15:57:50Z,0,Worst episode with worst panel. <br>Have a good panel next time guys.
819,@noorahmedkangoliya335,2024-09-02T15:55:39Z,2024-09-02T15:55:39Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2654"">44:14</a> his reaction was so funny 😂"
820,@hitensingh9425,2024-09-02T15:47:36Z,2024-09-02T15:47:36Z,0,Will only new subscribers get the chance to win that ticket
821,@jaibharat6267,2024-09-02T15:35:36Z,2024-09-02T15:35:36Z,0,Draged show
822,@Sumit_Nehra,2024-09-02T15:30:26Z,2024-09-02T15:31:43Z,0,Jabardasti ka laughter by samay  on Naman&#39;s performance.<br>Ye nahi pata tha ki youtube pe bhi fake laughter dena padta hai.<br>Jabardasti promote karne ki koshish.<br>You are better than this Samay brah !
823,@Sjl-b2v,2024-09-02T15:29:55Z,2024-09-02T15:29:55Z,0,Next episode date .......??
824,@arjunbbx4363,2024-09-02T15:26:22Z,2024-09-02T15:26:22Z,26,"Actually Naman Arora is a very professional actor and it was a character that he was playing on that stage ,he is completely normal and watching his acting skills I am still in the state of SHOCK , Lit performance, can&#39;t wait to see him on 7th September🔥🔥🔥🔥🔥"
825,@SumitSingh-p4f,2024-09-02T15:20:57Z,2024-09-02T15:20:57Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2274"">37:54</a> Naman Arora"
826,@extradeepgamer,2024-09-02T15:03:13Z,2024-09-02T15:03:13Z,0,Song par copyright nhi aata kya is show me
827,@MouazzamJawed,2024-09-02T15:01:15Z,2024-09-02T15:01:15Z,0,"Are chor admi, Jadavpur University ke paise return kye kya?"
828,@RahulGour-vb6kh,2024-09-02T15:01:02Z,2024-09-02T15:01:02Z,0,"Skip to <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2258"">37:38</a>"
829,@rajbaladevi6925,2024-09-02T14:49:49Z,2024-09-02T14:49:49Z,0,Nemoda Nemoda Nemoda was 😂 really great
830,@azlan.,2024-09-02T14:33:41Z,2024-09-02T14:33:41Z,0,unsub krkr resub kiya giveaway ke liye T_T
831,@rohitsuryavanshi8972,2024-09-02T14:30:54Z,2024-09-02T14:30:54Z,0,We need to support Naman somehow
832,@transbug8245,2024-09-02T14:24:57Z,2024-09-02T14:24:57Z,0,First contestant was  💯 % red flag
833,@zenplays29,2024-09-02T14:20:12Z,2024-09-02T14:20:12Z,0,Naman bhai op😂❤
834,@VineetShukla-o9p,2024-09-02T14:19:51Z,2024-09-02T14:19:51Z,0,Lots of love ❤ bhaiya watching this video fourth time ❤
835,@sajjikhannawab2051,2024-09-02T14:19:12Z,2024-09-02T14:19:12Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2932"">48:52</a> what a man legend ❤"
836,@kaushiksharma5156,2024-09-02T14:18:45Z,2024-09-02T14:18:45Z,0,Random
837,@sajjikhannawab2051,2024-09-02T14:17:46Z,2024-09-02T14:17:46Z,0,YouTube nahi sony hai tu😂
838,@sajjikhannawab2051,2024-09-02T14:01:41Z,2024-09-02T14:01:41Z,4,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1894"">31:34</a> ✅✅"
839,@sudeeshe8700,2024-09-02T13:59:21Z,2024-09-02T13:59:21Z,0,What is that Kunal doing here?? Hope he keeps his 🤫 shut..
840,@prakashsutar1861,2024-09-02T13:43:22Z,2024-09-02T13:43:22Z,0,Loved it🫶🏻
841,@NitishKumar-fc5px,2024-09-02T13:36:28Z,2024-09-02T13:36:28Z,0,bro jldi nikaala kro eske new episode.. just love this latent show…
842,@anurag3429,2024-09-02T13:29:51Z,2024-09-02T13:29:51Z,0,"awesome show, full natural like I m sitting with my friends.   (some feedback -hi samay can you use table mic or collar mic)"
843,@ujjawaltiwarigwl,2024-09-02T13:18:25Z,2024-09-02T13:18:25Z,0,Samay ki bdi baat Or Atul ki bat badi ni h umar badi ha
844,@nafisarazzak987,2024-09-02T13:18:15Z,2024-09-02T13:18:15Z,0,Naman&gt;&gt;&gt;&gt;&gt;&gt;&gt;
845,@pravinpolly2471,2024-09-02T13:12:53Z,2024-09-02T13:12:53Z,0,नमन भाई 🙏🏻🙏🏻❤️🎉🎉🎉
846,@adityasinghbhainsora4135,2024-09-02T12:50:44Z,2024-09-02T12:50:44Z,0,naman part was the best
847,@armaann_18,2024-09-02T12:42:21Z,2024-09-02T12:42:21Z,1,Previous all episodes got trend because of judge&#39;s <br>But this episode was alone carried by NAMAN 🔥
848,@abhii594,2024-09-02T12:39:06Z,2024-09-02T12:39:06Z,1,He be like: majil ko bhula ke jiya toh kya jiya 😅😂
849,@ansari4184,2024-09-02T12:20:10Z,2024-09-02T12:20:10Z,0,Kunal is doing Opposition duty
850,@ashutoshbehera2837,2024-09-02T12:20:07Z,2024-09-02T12:20:07Z,0,"Sorry to say , don&#39;t bring guest like &quot;ATUL KHATRI&quot;  he just gives a negative vibe to the show , he doesn&#39;t belong to this type of show."
851,@strangerff5290,2024-09-02T12:10:06Z,2024-09-02T12:10:06Z,0,Naman was very humble!!
852,@jerin7078,2024-09-02T11:58:22Z,2024-09-02T11:58:22Z,0,Cringe
853,@kaushalkumar01,2024-09-02T11:50:28Z,2024-09-02T11:50:28Z,0,"video &amp; audio mismatch from <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1228"">20:28</a>"
854,@simranmehra1278,2024-09-02T11:44:01Z,2024-09-02T11:44:01Z,0,Bhai naman ko google pe search kia yeh toh bohot handsome sa ladka nikla
855,@paraghindusthani7108,2024-09-02T11:41:35Z,2024-09-02T11:41:35Z,0,all judges are drinking whiskey and eating chakhna ....
856,@simranmehra1278,2024-09-02T11:40:26Z,2024-09-02T11:40:26Z,0,But the painter was genuinely good 😢
857,@pankajkapi54,2024-09-02T11:34:24Z,2024-09-02T11:34:24Z,1,Bhai painter ko degrade krdia yaar kya kmal ki bnai thi usne 5 or3 marks wtf yrr
858,@pabitra431,2024-09-02T11:21:18Z,2024-09-02T11:21:18Z,0,I see this video 10 times
859,@deepanshuchaudhary7961,2024-09-02T11:18:39Z,2024-09-02T11:18:39Z,0,Please release Arpit Bala wala episode
860,@praveensanwal1464,2024-09-02T11:18:03Z,2024-09-02T11:18:03Z,0,14 min se start karna
861,@itzalmighty6162,2024-09-02T11:17:02Z,2024-09-02T11:17:02Z,0,Looks like the whole show was to insult rss and bjp......and remember bro bjp is the only reason that you can travel to Kashmir samaya raina
862,@koushalwadhwani2471,2024-09-02T11:12:36Z,2024-09-02T11:12:36Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2271"">37:51</a> real talent walks in 😍😍😍"
863,@veenanair4981,2024-09-02T11:12:09Z,2024-09-02T11:12:09Z,0,Subscribe kar diya 😂 şamay bhai free tickets de dena
864,@BhawikSharma,2024-09-02T11:11:23Z,2024-09-02T11:11:23Z,0,Bhai kisi ko pta hai kyy konsi web series hai wo
865,@abhishek_thakurr07,2024-09-02T11:11:14Z,2024-09-02T11:11:14Z,0,Le bkl samay tujhe kar diya subscribe…
866,@BgmiClips__007,2024-09-02T11:07:33Z,2024-09-02T11:07:33Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2642"">44:02</a> dammmmmmm"
867,@prateekverma1284,2024-09-02T11:05:17Z,2024-09-02T11:05:17Z,0,"Naman Arora is such a great actor ki wo yha aye and then also wo wha bhi acting hi kr rhe h 😂😂 and look at his costume broo , mtlb feel hi ajaye ki talented admi h😂"
868,@pathikdesai5853,2024-09-02T11:03:55Z,2024-09-02T11:03:55Z,0,When Naman won 🥰🥰🥰🥰🥰🥰
869,@vikaskumargupta5992,2024-09-02T10:58:42Z,2024-09-02T10:58:42Z,0,😂😂 wife band kr do <br> Or mujhe free wala show me bula lo 😂😂
870,@funpro4635,2024-09-02T10:55:24Z,2024-09-02T10:55:24Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2720"">45:20</a> - samay laughing on himself for how can he ask such a question 🤣 ( self realisation)"
871,@AnkitGuest,2024-09-02T10:55:14Z,2024-09-02T10:55:14Z,0,❤❤
872,@akankshasharma2688,2024-09-02T10:34:15Z,2024-09-02T10:34:15Z,0,Maujj kr dii maujj bhaiii..... Crazzyy hn ❤️‍🔥❤️‍🔥
873,@opgamer7435,2024-09-02T10:25:28Z,2024-09-02T10:25:28Z,1,Last wala bnda overrated
874,@amitpainkra9371,2024-09-02T10:22:31Z,2024-09-02T10:22:31Z,0,Wi fi wala ni samajh aaya
875,@Minhazul354,2024-09-02T10:06:20Z,2024-09-02T10:06:20Z,0,I literally get irritated by the first girl how fucking she talk about stories 😢idk why
876,@umeshbhattt,2024-09-02T10:04:40Z,2024-09-02T10:04:40Z,0,Naman❤
877,@arifsultansaidu4651,2024-09-02T09:58:24Z,2024-09-02T09:58:24Z,0,"Samay Bhai Galati se aagaya reel dekh ke night mein 1am ko Subha <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=510"">8:30</a> ko off huwa channel Subscribe kar ke 😂😂<br>Kabhi suna bhi nahi tha aap ko but  maza aagya bhai"
878,@saurabhcharde626,2024-09-02T09:56:00Z,2024-09-02T09:56:00Z,0,Kunal ko permanent judge kro raina ji ❤️❤️❤️😍😍😂😂😂😂
879,@aayush1132,2024-09-02T09:55:19Z,2024-09-02T09:55:19Z,0,Saviour of the show bhaiii naman arora 😂😭
880,@jaatagamers2786,2024-09-02T09:53:06Z,2024-09-02T09:53:06Z,0,Bijnor he kha deee
881,@hardikkulabkar4730,2024-09-02T09:46:21Z,2024-09-02T09:46:21Z,0,❤
882,@KajalDixit-fr1gq,2024-09-02T09:37:18Z,2024-09-02T09:37:18Z,0,Naman 😅
883,@deepagupta1077,2024-09-02T09:33:03Z,2024-09-02T09:33:03Z,0,😂😂😂bhai mja aa gya yr....what a show...big fan of this show ...huge fan of you samay
884,@kuldeepkhochanwar4123,2024-09-02T09:31:38Z,2024-09-02T09:31:38Z,0,Pura video hi naman bhai ki vajah se dekha bc 😂🤣🤣🤣🤣🤣 naman bhai ❤
885,@saniyashaikh5788,2024-09-02T09:19:36Z,2024-09-02T09:19:36Z,1,NAMAN ARORA 😂🙌
886,@Chandrakantd9999,2024-09-02T09:14:08Z,2024-09-02T09:14:08Z,0,here for NAMAN ARRORa only❤
887,@dev_pandya,2024-09-02T09:09:20Z,2024-09-02T09:09:20Z,0,Bhuvan k series me hai 1000 %
888,@heretoentertain,2024-09-02T09:06:35Z,2024-09-02T09:06:35Z,1,Damn Naman is a new treasure of Clean comedy after Kapil and Krishna Sudesh
889,@oyehero90,2024-09-02T08:47:47Z,2024-09-02T08:47:47Z,0,Naman is greatest actor❤🎉
890,@adityamalur6181,2024-09-02T08:46:42Z,2024-09-02T08:46:42Z,0,Woo Balraj koo nikalnaaa most Latent tho wahii haii
891,@alokkumar-hx7hq,2024-09-02T08:39:54Z,2024-09-02T08:39:54Z,0,Here for naman arora😂
892,@nidhisaroj1443,2024-09-02T08:39:20Z,2024-09-02T08:40:57Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2280"">38:00</a> legendary part of this show 🔥🔥🙃🙃"
893,@its_zenin,2024-09-02T08:38:31Z,2024-09-02T08:38:31Z,0,Last painting wasn&#39;t that bad😅
894,@viratkohlisfan1899,2024-09-02T08:33:52Z,2024-09-02T08:33:52Z,0,🥷🏽EK BAAR EK BANDA APNI BIWI KO LE KE DOCTOR KE PASS JATA HAI AUR KEHTA HAI DOCTOR SAAB DEKHNA MERI BIWI PREGNET HAI JA NHI DOCTOR CHEQ KRTA HAI AUR KEHTA HAI KUJ NI HAI BS HWA HE HAI WOH APNI BIWI KO LEKE GHR CHALA JATA HAI WOH KUJ DIN BAAD PHR SE JATA HAI CHEQUP KE LIYE DOCTOR PHIR SE BOLTA HAI KUJ NI BS WAISE HE HWA HAI WOH PHR GHR AA JATA HAI WOH DOBARA PHR JATA HAI AUR KEHTA HAI DOCTR AB CHEQ KRO AB TO PKA KUJ HOGA DOCTOR CHQ KRTA HAI AUR KEHTA HAI KUJ NI HAI BS HWA HAI AADMI GUSSE MEIN ME AAKE APNI PANT UTAR KR APNA LUND  BAHR NIKAL LETA HAI AUR DOCTOR KO DIKHATA HAI DEKH BC YE LUND HAI YA HWA BHARNE WALA PUMP🤴🏿
895,@yashrajparbat1911,2024-09-02T08:27:31Z,2024-09-02T08:27:31Z,0,Happy for naman bhai❤
896,@shanugaur8218,2024-09-02T08:17:23Z,2024-09-02T08:17:23Z,0,Guys maximum likes on my comment
897,@khjony5771,2024-09-02T08:17:06Z,2024-09-02T08:17:06Z,0,We need munawar on the show plz❤
898,@user-mi1ju5xq4b,2024-09-02T08:12:38Z,2024-09-02T08:12:38Z,0,Bhai mujhe bhi ana hai show me
899,@jatinsoni8315,2024-09-02T08:03:06Z,2024-09-02T08:03:06Z,0,waiting for sagarshah
900,@Omkumar-r8u,2024-09-02T08:02:27Z,2024-09-02T08:02:27Z,0,Good platform for new talent
901,@Harsh.explores,2024-09-02T07:56:52Z,2024-09-02T07:56:52Z,1,"The main of his words , the legit Naman &amp; the legit show, legit panel and the Goat SAMAY RAINA ❤"
902,@MrX-u4t,2024-09-02T07:39:41Z,2024-09-02T07:39:41Z,0,Bhai vo pass k sath sath ticket bhi krwa dete tooo....🌚
903,@Thevolcanicboyvlogs,2024-09-02T07:39:23Z,2024-09-02T07:39:23Z,0,Aakash Gupta ko leke as samay
904,@vijaybarua3371,2024-09-02T07:30:28Z,2024-09-02T07:30:28Z,0,❤👏👏👏
905,@prakash_ji_786,2024-09-02T07:27:12Z,2024-09-02T07:27:12Z,1,Everyone is change but the bodyguard is permanent 😂
906,@tejprakashnagwanshi6307,2024-09-02T07:07:06Z,2024-09-02T07:07:06Z,0,Next episode me Vivek Desai ko bhi lao bhai
907,@vishnushankar-oe7gg,2024-09-02T07:04:49Z,2024-09-02T07:04:49Z,3,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2477"">41:17</a> 😂😂bhai Mazaa Aa Gaya"
908,@alokprakashupadhyay4764,2024-09-02T07:01:46Z,2024-09-02T07:01:46Z,1,Who thinks naman arora is Mr. Bean who talks a little more. 😂😂😂
