,author,published_at,updated_at,like_count,text
351,@profprofessor2.o,2024-09-05T03:52:02Z,2024-09-05T03:52:02Z,0,love you broooooooooooooooooooooooooooooooo<br>nimura is fire<br><br>India&#39;s got latent is fireeeeeeeee
352,@torrentdownload1421,2024-09-05T03:41:36Z,2024-09-05T03:41:36Z,0,1 saal to chalega show fix😂
353,@torrentdownload1421,2024-09-05T03:33:18Z,2024-09-05T03:33:18Z,0,Naman ko naman
354,@srijankantimandal,2024-09-05T02:39:11Z,2024-09-05T02:39:11Z,1,We want Next episode
355,@rpt1305,2024-09-05T02:12:32Z,2024-09-05T02:16:45Z,62,"Naman used to work with me in Wipro in 2011. If you are seeing this Naman, I couldn&#39;t recognise you mate! Happy to see you doing great things. What a great surprise!"
356,@abhinabjha7988,2024-09-05T02:12:09Z,2024-09-05T02:12:09Z,0,Naya episode lao yaar
357,@hetvipatel686,2024-09-05T02:10:29Z,2024-09-05T02:10:29Z,0,&quot;Mohabbat ki dukaan ki boni ho tum&quot; Waah Naman Bhai!
358,@advvkgupta4819,2024-09-05T01:57:23Z,2024-09-05T01:57:23Z,0,Naman  ji awesome
359,@jaatgamerad3317,2024-09-05T01:17:27Z,2024-09-05T01:17:27Z,0,Thiku
360,@jaatgamerad3317,2024-09-05T01:08:19Z,2024-09-05T01:08:19Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3513"">58:33</a> bencho editar us bhai ko past me dalta ye kya dekh liya 😂"
361,@lakshaymalik2117,2024-09-05T00:39:54Z,2024-09-05T00:39:54Z,1,Are samay bhai yeh latent ke naye episodes kaha pe aa rhe hai Mai insta pe stories dekh rha hu par yaha youtube pe toh koi Naya episode nhi aaya hai
362,@cumrandi,2024-09-05T00:20:40Z,2024-09-05T00:20:40Z,0,@atulkhatri Good to c u on the show bro. @kunalkamra Good to see you alive n kicking @samayraina ur funny @balraj no clue who u r but u seem genuine! Great show guys 👍
363,@haritsharma2393,2024-09-04T23:43:55Z,2024-09-04T23:43:55Z,0,❤
364,@mvrick7953,2024-09-04T23:24:31Z,2024-09-04T23:24:31Z,0,Asli Andrew tate piche khade h. Real sigma 💀
365,@syedfarhanhyderrazvi6999,2024-09-04T23:10:52Z,2024-09-04T23:10:52Z,0,Nimboda nimboda nimboda😂
366,@livewithjayu,2024-09-04T22:42:39Z,2024-09-04T22:42:39Z,0,What a performances all are good
367,@amangori1416,2024-09-04T22:14:35Z,2024-09-04T22:14:35Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2399"">39:59</a> acting bhi kya gu krdi isne"
368,@nitinrana5608,2024-09-04T22:07:13Z,2024-09-04T22:07:13Z,0,Everything is available in bijnor.
369,@sahilsamaiya6579,2024-09-04T21:38:14Z,2024-09-04T21:38:14Z,1,When are other episodes gonna come out
370,@sayansamanta9275,2024-09-04T21:20:49Z,2024-09-04T21:20:49Z,0,Hi
371,@pandeyshikha5476,2024-09-04T21:01:22Z,2024-09-04T21:01:22Z,0,Kitni bar repeat episode dekhna padega?
372,@LyricallyTalentedvee,2024-09-04T20:57:25Z,2024-09-04T20:57:25Z,1,Bhai last performance was lit. He was so awesome . his smile &amp; innocence 👍🏻❤️<br>Best comedy
373,@sgsonu247,2024-09-04T20:54:26Z,2024-09-04T20:54:26Z,0,Bhai parts skip hai gaali kaha hai
374,@shakibreza3369,2024-09-04T20:50:24Z,2024-09-04T20:50:24Z,0,"what is atulkhatri doing,,"
375,@amnanasir5115,2024-09-04T20:49:14Z,2024-09-04T20:49:14Z,0,Naman got emotional 🥺❤️
376,@amnanasir5115,2024-09-04T20:47:14Z,2024-09-04T20:47:14Z,0,Kunal kamra ko Kiya hogya yaar
377,@yuvrajshin-p8g,2024-09-04T20:43:19Z,2024-09-04T20:43:19Z,0,New episode kab yayegA
378,@WhizzKid-b9j,2024-09-04T20:17:27Z,2024-09-04T20:17:27Z,1,Yaar Samay bhai itni kharaab edit kaise. Pichle waale kitne ache the.
379,@riyabhardwaj0129,2024-09-04T19:56:04Z,2024-09-04T19:56:04Z,1,Invite Deepak kalal on judge
380,@swamitechhub7737,2024-09-04T19:55:13Z,2024-09-04T19:55:13Z,1,Samay bhai maine subscribe kiya ❤
381,@hbkoool,2024-09-04T19:10:50Z,2024-09-04T19:10:50Z,0,2 days to go for Naman
382,@defenceperson7105,2024-09-04T19:06:44Z,2024-09-04T19:06:44Z,0,Bhai Naman bhai ki performance(gajab.....) 🔥🔥🔥🔥🔥
383,@randomized6105,2024-09-04T19:04:07Z,2024-09-04T19:04:07Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> @nainika"
384,@swayamprataptomar9235,2024-09-04T19:02:13Z,2024-09-04T19:02:13Z,0,Bhai 1 pass idhr bhiii
385,@swayamprataptomar9235,2024-09-04T19:01:57Z,2024-09-04T19:01:57Z,0,Whatt a show bhaiii
386,@lightninggamer143,2024-09-04T18:59:54Z,2024-09-04T18:59:54Z,0,Naman Arora 👏🏻
387,@nishathakur3199,2024-09-04T18:54:36Z,2024-09-04T18:54:51Z,1,Eagerly waiting for 7 September show of samay Raina  with Naman Arora in it❤ please do upload
388,@hardikkhandelwal7888,2024-09-04T18:38:21Z,2024-09-04T18:38:21Z,0,NAMAN ARORA BHAI AAG LAGA DI
389,@debarupdeshmukh4013,2024-09-04T18:33:07Z,2024-09-04T18:33:53Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1960"">32:40</a> when singing starts"
390,@chetankapile,2024-09-04T18:32:59Z,2024-09-04T18:32:59Z,0,❤
391,@ShRoViKe,2024-09-04T18:29:37Z,2024-09-04T18:29:37Z,0,Kunal Kamra be like &quot;show chodo mutter paneer pe concentrate karo&quot;
392,@abhishekkumarsingh5547,2024-09-04T18:27:01Z,2024-09-04T18:27:01Z,0,Naman 🎉
393,@justbad9679,2024-09-04T18:25:21Z,2024-09-04T18:25:21Z,0,😂
394,@Arjun26,2024-09-04T18:22:01Z,2024-09-04T18:22:01Z,0,Samay dost- agla episode kab aayega
395,@haaiiiiii,2024-09-04T18:17:19Z,2024-09-04T18:17:19Z,3,Arey bhai itni saari videos jama kr ke ho upload kro na jldi km se km 3-4ep i think already shoot kr chuke ho upload asap
396,@BalwinderSingh-xq4sw,2024-09-04T18:04:15Z,2024-09-04T18:04:15Z,0,Just for Naman arora🎉
397,@sushilsatapathy1306,2024-09-04T18:00:19Z,2024-09-04T18:00:19Z,0,Ek dam latent heat Q= mc² wala performance Naman Bhai ka
398,@Shanvijaat,2024-09-04T17:58:57Z,2024-09-04T17:58:57Z,1,Bhai maheep sir ko lao
399,@paraskashyap7094,2024-09-04T17:51:47Z,2024-09-04T17:51:47Z,0,Samay is so sweet 😍 bnda khud ko sir nhi beta bolwa raha tha 😍👍
400,@jasurajput2505,2024-09-04T17:50:54Z,2024-09-04T17:50:54Z,0,Mujhe lga isee gnda yai kuch nhi kr skta phir iss nay dance kr diya 😂😂😂
401,@MrAlcoholic007,2024-09-04T17:41:51Z,2024-09-04T17:41:51Z,0,"Bhai like bhi kar diya video, lottery kabhi lagi nhi, ticket he mil jaye bas 🙏"
402,@raza.rz1,2024-09-04T17:39:50Z,2024-09-04T17:39:50Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2969"">49:29</a> waiting for 7 September"
403,@Stayfitt,2024-09-04T17:35:54Z,2024-09-04T17:35:54Z,0,Are bhai ravi gupta ke sath vali kab daal rhe ho
404,@snehabonde384,2024-09-04T17:33:20Z,2024-09-04T17:33:20Z,1,I like the way they never make fun of girl contestants
405,@SIDDHARTHGAUTAM_S_,2024-09-04T17:30:25Z,2024-09-04T17:30:25Z,0,"nimora nimora nimora, kaacha kaacha chota chota nimbuda layi do🤣naman bhai ka proper ek show karwao bhai swaad aa jayega aur views bhi😜wo 50 minute dikha do hume naman bhai ke."
406,@funtv5476,2024-09-04T17:28:52Z,2024-09-04T17:28:52Z,0,Naman Arora the best 😂😂
407,@vikramadhikari2400,2024-09-04T17:08:23Z,2024-09-04T17:08:23Z,0,Samay bhai tatte jyada bhaari hogaye kya jaldi jaldi daalo new episode.
408,@vivekpreeti2053,2024-09-04T17:06:14Z,2024-09-04T17:06:14Z,1,bro ur chanel is down for some reason
409,@nehadhyanigood3915,2024-09-04T17:02:35Z,2024-09-04T17:02:35Z,0,NAMAN NE AAG LAGA DI❤❤❤
410,@suchetakutiyal5731,2024-09-04T16:59:05Z,2024-09-04T16:59:05Z,0,Samay you cutie 🥰
411,@user-tr4ey8cj1f,2024-09-04T16:57:33Z,2024-09-04T16:57:33Z,0,Bhai ye show kabhi band ni hone ...Samay Bhai ...aur Naman arora diamond h bro    😅😅😅
412,@osho143,2024-09-04T16:56:29Z,2024-09-04T16:56:29Z,0,Samay Samay ki baat hai...
413,@roshbaba2068,2024-09-04T16:54:03Z,2024-09-04T16:54:03Z,0,Abhish be like mujhe Q toda😂😂
414,@ninja4O5,2024-09-04T16:42:31Z,2024-09-04T16:42:31Z,0,Next episode when man????? 💀
415,@aryanrana534,2024-09-04T16:34:36Z,2024-09-04T16:34:55Z,0,"Ha ha PTA hai mujhe tu dubra aaya kya aaya hai le dakh se <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a><br>Thx me later"
416,@itzsahil3458,2024-09-04T16:33:38Z,2024-09-04T16:33:38Z,0,🔥🔥🔥
417,@zaid.yt16,2024-09-04T16:33:02Z,2024-09-04T16:33:02Z,0,"Bhai mujhe bhi dede ye paas <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=4046"">1:07:26</a>"
418,@divyanshsood4626,2024-09-04T16:27:37Z,2024-09-04T16:27:37Z,0,Kunal Kamra parliament me Betha h 😂😂
419,@Naruto_uzumaki600-c,2024-09-04T16:23:52Z,2024-09-04T16:23:52Z,0,Bhai aakash gupta ko bulao judge ❤❤😂
420,@ashuash9699,2024-09-04T16:18:14Z,2024-09-04T16:18:14Z,0,Woh bodyguard Bhai ke baal ke colour acha lagah 🌚
421,@AnandPandey-o6n,2024-09-04T16:16:40Z,2024-09-04T16:16:40Z,0,One request Samay Bhai. Keep this show continue please.
422,@AnimeFactory-tx5zk,2024-09-04T16:14:01Z,2024-09-04T16:14:01Z,0,Op Aman arora
423,@im5dp,2024-09-04T15:41:20Z,2024-09-04T15:41:20Z,0,Who is here for Naman?🎉❤
424,@prathvirajpatel7750,2024-09-04T15:13:57Z,2024-09-04T15:13:57Z,2,Bhai kam se kam EK hafte me video dal diya karo
425,@pranitsakharwade304,2024-09-04T15:06:49Z,2024-09-04T15:06:49Z,1,Can anyone explain that although although joke???
426,@AnonimoBharat25,2024-09-04T14:58:04Z,2024-09-04T14:58:04Z,0,Because of elvishyadav.... We are here
427,@Nainaforlife,2024-09-04T14:58:01Z,2024-09-04T14:58:01Z,0,Here we go again kunal chaamra in the chat guys
428,@Down_2Earth.,2024-09-04T14:55:17Z,2024-09-04T14:55:17Z,1,Bhai disclaimer bahut casual aur aukward hai.
429,@Average_15_year_old,2024-09-04T13:59:30Z,2024-09-04T14:00:01Z,1,"Bro, why the fuck is nobody recognising vishesh millind voice in narration 😢"
430,@akshaypandey413,2024-09-04T13:57:49Z,2024-09-04T13:57:49Z,0,Samay bhai sahiba ko laao 7 episode mai fhir dekho views he views ❤
431,@Faisalstar758,2024-09-04T13:50:33Z,2024-09-04T13:50:33Z,0,Shdhhs
432,@dakshstrange4992,2024-09-04T13:47:30Z,2024-09-04T13:47:30Z,0,Naman bhai 😂🔥🔥
433,@Faisalstar758,2024-09-04T13:45:35Z,2024-09-04T13:45:35Z,0,Khanvwheue
434,@Faisalstar758,2024-09-04T13:45:22Z,2024-09-04T13:45:22Z,0,Tujhko
435,@Faisalstar758,2024-09-04T13:45:10Z,2024-09-04T13:45:10Z,0,Kya haal h bta n
436,@Faisalstar758,2024-09-04T13:44:48Z,2024-09-04T13:44:48Z,0,Iahsve rud
437,@Faisalstar758,2024-09-04T13:44:39Z,2024-09-04T13:44:39Z,0,Tu bta
438,@Faisalstar758,2024-09-04T13:44:31Z,2024-09-04T13:44:31Z,0,Na yr ese na
439,@Faisalstar758,2024-09-04T13:44:17Z,2024-09-04T13:44:17Z,0,Speaker
440,@Faisalstar758,2024-09-04T13:44:03Z,2024-09-04T13:44:03Z,0,Hesaeheijwnjw
441,@Faisalstar758,2024-09-04T13:43:49Z,2024-09-04T13:43:49Z,0,Suhail
442,@Faisalstar758,2024-09-04T13:43:29Z,2024-09-04T13:43:29Z,0,Hi bwideb
443,@Faisalstar758,2024-09-04T13:43:13Z,2024-09-04T13:43:13Z,0,Nahi yr
444,@Faisalstar758,2024-09-04T13:43:03Z,2024-09-04T13:43:03Z,0,Hawji
445,@hibuddy389,2024-09-04T13:21:36Z,2024-09-04T13:21:36Z,0,😆
446,@iznazabeen,2024-09-04T13:01:44Z,2024-09-04T13:01:44Z,0,Naman ka koi YouTube channel hai kya?
447,@aesthete_here,2024-09-04T12:57:51Z,2024-09-04T12:57:51Z,0,Naya episode kab laaoge be
448,@Parmeetyoutuber789,2024-09-04T12:52:42Z,2024-09-04T12:52:42Z,1,Main YouTube per hun😎<br>Parmeetyoutuber789😆<br>Mere channel se aapki help ho sakta hai😁<br>Nice video🙂🇮🇳🇮🇳😎🇳🇪🇳🇪
449,@Parmeetyoutuber789,2024-09-04T12:52:33Z,2024-09-04T12:52:33Z,0,Main YouTube per hun😎<br>Parmeetyoutuber789😆<br>Mere channel se aapki help ho sakta hai😁<br>Nice video🙂🇮🇳🇮🇳😎🇳🇪🇳🇪
450,@Parmeetyoutuber789,2024-09-04T12:52:23Z,2024-09-04T12:52:23Z,0,Main YouTube per hun😎<br>Parmeetyoutuber789😆<br>Mere channel se aapki help ho sakta hai😁<br>Nice video🙂🇮🇳🇮🇳😎🇳🇪🇳🇪
451,@Parmeetyoutuber789,2024-09-04T12:52:13Z,2024-09-04T12:52:13Z,0,Main YouTube per hun😎<br>Parmeetyoutuber789😆<br>Mere channel se aapki help ho sakta hai😁<br>Nice video🙂🇮🇳🇮🇳😎🇳🇪🇳🇪
452,@Parmeetyoutuber789,2024-09-04T12:52:02Z,2024-09-04T12:52:02Z,0,Main YouTube per hun😎<br>Parmeetyoutuber789😆<br>Mere channel se aapki help ho sakta hai😁<br>Nice video🙂🇮🇳🇮🇳😎🇳🇪🇳🇪
453,@DYNIXPLAYS,2024-09-04T12:42:58Z,2024-09-04T12:42:58Z,0,Bhai dede merko pass
454,@sauravsuman7685,2024-09-04T12:30:37Z,2024-09-04T12:30:37Z,0,Please bring @AbhishekUpmanyu on the panel @SamayRaina
455,@Nemash1,2024-09-04T12:24:37Z,2024-09-04T12:24:37Z,0,Kon kon short se naman ko deek ke aaya h 😂
456,@Kareem-b2n,2024-09-04T12:21:00Z,2024-09-04T12:21:00Z,1,Thanks
457,@manikardey404,2024-09-04T12:05:16Z,2024-09-04T12:05:16Z,0,Like for Naman Arora
458,@bhavyaakulshrestha659,2024-09-04T12:03:05Z,2024-09-04T12:03:05Z,0,waowwwwww
459,@Fosyweb,2024-09-04T12:02:10Z,2024-09-04T12:02:10Z,0,Way better than kapil sharm
460,@praphull_verma,2024-09-04T12:00:32Z,2024-09-04T12:00:32Z,1,I like how Balraj treat everyone with respect while performing.
461,@PrinceSingh2_7,2024-09-04T11:58:25Z,2024-09-04T11:58:25Z,0,Hi
462,@manishtejwani8181,2024-09-04T11:50:14Z,2024-09-04T11:50:14Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3058"">50:58</a> uss 😔🫂"
463,@Gupta_Arun,2024-09-04T11:40:10Z,2024-09-04T11:40:10Z,0,Balraj is the backbone of the penal.
464,@Badalkatariya1,2024-09-04T11:38:00Z,2024-09-04T11:38:00Z,0,One of the best show 😂😂
465,@PremJoshi-nd9fy,2024-09-04T11:29:08Z,2024-09-04T11:29:08Z,0,Ahh shit here we go again😂
466,@mindcarat4185,2024-09-04T11:21:10Z,2024-09-04T11:21:10Z,0,Maman op
467,@110sahil6,2024-09-04T11:20:44Z,2024-09-04T11:20:44Z,0,10120173 berozgar
468,@MithuDon13editz,2024-09-04T11:17:11Z,2024-09-04T11:17:11Z,0,the contribution of Atul khatri in this episode is equal to the role of Naman arora in jugjugg jiyo 😂😂
469,@manojkumarkar8139,2024-09-04T11:13:26Z,2024-09-04T11:13:26Z,0,"If you really want to learn something from this show, learn the positivity and supportive nature from Balraj. Great man, never seen a judge, great man like him."
470,@kalyanaclasses,2024-09-04T11:10:54Z,2024-09-04T11:10:54Z,0,Naman arora ko kon kon dekhne aya hai 😂😂😂😂😂😂😂
471,@iamhimanshubharti6802,2024-09-04T11:09:17Z,2024-09-04T11:09:17Z,1,humne reel per dekh kar fhir search kiya bahut maza aya
472,@slimshady-k6p,2024-09-04T11:08:02Z,2024-09-04T11:08:02Z,0,chl bhai mujhe de pass
473,@Critiaanoo,2024-09-04T11:05:05Z,2024-09-04T11:11:20Z,0,Deepak kalal w8ing
474,@4ulove8,2024-09-04T11:00:32Z,2024-09-04T11:00:32Z,0,Kunal kamra ko kya ho gya.bechara pahchan m hi nhi aa rha h😂😂😂😂
475,@ComebackMohit,2024-09-04T11:00:08Z,2024-09-04T11:00:08Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1767"">29:27</a>"
476,@jayeshkedari8131,2024-09-04T10:50:04Z,2024-09-04T10:50:04Z,0,Wow nice 👍😅😂
477,@omeetarak8177,2024-09-04T10:40:44Z,2024-09-04T10:40:44Z,0,❤
478,@GRAVE_4,2024-09-04T10:34:17Z,2024-09-04T10:34:17Z,0,Naman is fuckin saviour
479,@shubhambad833,2024-09-04T10:28:18Z,2024-09-04T10:28:18Z,0,Samay bhai ye sb bakchodi to thik hai pr ye kunal kamra or dhroov rathi ki samgat chhod de bhai
480,@akashmishra1285,2024-09-04T10:21:49Z,2024-09-04T10:21:49Z,1,Painting ki izzat india me🥲🥲
481,@MAMUNRASHID32442323149-,2024-09-04T10:21:18Z,2024-09-04T10:21:18Z,0,"<a href=""https://www.youtube.com/watch?v=ZoZQ0n1MdwY"">https://www.youtube.com/watch?v=ZoZQ0n1MdwY</a>"
482,@DupontWarren-t2k,2024-09-04T10:04:46Z,2024-09-04T10:04:46Z,0,Reinger Plaza
483,@mrburnwalsjourney3838,2024-09-04T10:00:52Z,2024-09-04T10:00:52Z,0,ye although wala joke kya tha?
484,@kabirgaurav1720,2024-09-04T09:56:03Z,2024-09-04T09:56:03Z,0,Our supreme leader..... Samay raina ❤
485,@insane_wania,2024-09-04T09:55:41Z,2024-09-04T09:55:41Z,0,Fact that i am not from india still i subscribe for the tickets 😭😂👍🏻
486,@MarkMoore-l4g,2024-09-04T09:55:33Z,2024-09-04T09:55:33Z,0,Lakin View
487,@Mohd__Naushad__,2024-09-04T09:46:29Z,2024-09-04T09:46:29Z,0,Comedy tak sab sahi tha lekin ye result 😂😂😂😂 8.5 diya aur 8.5 aa bhi gaya wahhhh 😂😂😂
488,@Bhandeth,2024-09-04T09:37:25Z,2024-09-04T09:37:25Z,0,i&#39;m searching for naman arora stand up videos... <br>when?
489,@user-zh1rw4mm8e,2024-09-04T09:36:07Z,2024-09-04T09:36:07Z,0,🎀
490,@surajpandey4480,2024-09-04T09:29:09Z,2024-09-04T09:29:09Z,0,Naman arora k liye 8th time dekh rha hu❤❤❤
491,@sapnalama3904,2024-09-04T09:24:16Z,2024-09-04T09:24:16Z,0,Andrew ka Tate-wa 😂😂😂
492,@nikhilchame1160,2024-09-04T09:11:02Z,2024-09-04T09:11:02Z,0,Naman Arora upamanyu with Autism
493,@lord_rizz1716,2024-09-04T09:07:13Z,2024-09-04T09:07:13Z,0,Naman bhai in the chat 🎉😂😂
494,@user-bu6ex4do2r,2024-09-04T09:01:17Z,2024-09-04T09:01:17Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1135"">18:55</a>😅😅"
495,@rupalilondhe4403,2024-09-04T08:59:35Z,2024-09-04T09:18:46Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2271"">37:51</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3907"">1:05:07</a>"
496,@shashankshekhar6952,2024-09-04T08:31:36Z,2024-09-04T08:31:36Z,0,I love it how some people in the comments were fooled by him😂<br>Guys he is an already established actor😂
497,@debojitnamabiswas6425,2024-09-04T08:20:59Z,2024-09-04T08:20:59Z,0,I came here twice  just to Watch Naman Arora&#39;s Act... ❤❤❤<br>He is tooo good man...
498,@Lemmestudyyyyy,2024-09-04T08:20:54Z,2024-09-04T08:20:54Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> here&#39;s what you came for 😂😂😂😂"
499,@Harsh-ff8hl,2024-09-04T08:03:29Z,2024-09-04T08:03:29Z,2,Kunal was only downfall of this show
500,@Preparationwithsandhya,2024-09-04T07:39:29Z,2024-09-04T07:39:29Z,0,Next episode kab aega
501,@cjbot,2024-09-04T07:34:18Z,2024-09-04T07:34:18Z,0,Last one
502,@hiteshsolanki282,2024-09-04T07:33:53Z,2024-09-04T07:33:53Z,0,Came here for Naman Arora ❤
503,@BeaSTGyroGoD,2024-09-04T07:33:19Z,2024-09-04T07:33:19Z,0,"U cannot see some one talent in <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=90"">1:30</a> so increase there time"
504,@RohitRam-ji2cs,2024-09-04T07:25:19Z,2024-09-04T07:25:19Z,0,I didnot understand the although although joke can someone explain
505,@harshshukla3068,2024-09-04T07:01:17Z,2024-09-04T07:01:17Z,1,When will you drop the next episode bhai?
506,@JIGAR-ms5yz,2024-09-04T07:00:50Z,2024-09-04T07:00:50Z,0,😊❤
507,@Rishu_Upadhyay,2024-09-04T06:47:26Z,2024-09-04T06:47:26Z,1,6th episode when??
508,@sundramtiwari8927,2024-09-04T06:39:49Z,2024-09-04T06:39:49Z,0,Hello
509,@mkv8194,2024-09-04T06:34:34Z,2024-09-04T06:34:34Z,0,Phli wali bakchodi ki 8 q😢
510,@ritikverma2365,2024-09-04T06:22:41Z,2024-09-04T06:22:41Z,1,Puneet Superstar on Panel
511,@BhuvneshYdv,2024-09-04T06:20:49Z,2024-09-04T06:20:49Z,1,Delhi Gang next Judges 😅😅😅
512,@abhileshsinghlodhi6338,2024-09-04T06:14:45Z,2024-09-04T06:14:45Z,0,Starting voice : visesh??
513,@VickyTennyson2.0,2024-09-04T06:00:27Z,2024-09-04T06:00:27Z,0,Balaraj is such a beauty 🤩
514,@terrorist6864,2024-09-04T05:41:37Z,2024-09-04T05:41:37Z,0,Tanmay ko bulaooooo <br>Tanmay ke liye like karo ❤❤❤
515,@kunalbutola,2024-09-04T05:39:05Z,2024-09-04T05:42:47Z,0,"&quot;A heartfelt nod to Samay&quot;<br><br>I&#39;m a Kashmiri, but I got that Bombay vibe,<br>Bullying the bullies, never let &#39;em thrive,<br>Check mate, in this chess game that we play,<br>Supreme leader flow, ain&#39;t no other way.<br><br>Yo, it&#39;s crazy out here, maa chuudi paadi hai,<br>L@ud@ in the game, but we still gonna slay,<br>Bro, we printin&#39; dreams, call it Print Engineering,<br>Tanmay, Sahiba, Suhani, they all are cheering&#39;!<br><br>Vloggin&#39; my life, keep it real, no fake,<br>Juth bol raha hai? Man, you make a mistake,<br>Mama Earth vibes, Zomato in the mix,<br>Sagar Shah, Munawar, we got those slick tricks.<br><br>Latent energy, but I&#39;m about to explode,<br>India is not ready for this heavy load,<br>This rap&#39;s a bomb, you better press play,<br>India is ready, I am here to stay,"
516,@VipulOG,2024-09-04T05:38:11Z,2024-09-04T05:38:11Z,1,Wifi😂
517,@saurabhchaudhary9888,2024-09-04T05:34:03Z,2024-09-04T05:34:03Z,1,I m watching it 4th time because of naman arora only... 🎉😂
518,@ritslayer7784,2024-09-04T05:18:39Z,2024-09-04T05:18:39Z,1,"import pandas as pd<br>import numpy as np<br>import matplotlib.pyplot as plt<br>from sklearn.linear_model import LogisticRegression<br>data = {<br>&#39;Feature&#39;: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10],<br>&#39;Target&#39;: [0, 0, 0, 0, 1, 1, 1, 1, 1, 1] <br>}<br>df = pd.DataFrame(data)<br>X = df[[&#39;Feature&#39;]]<br>y = df[&#39;Target&#39;]<br>model = LogisticRegression()<br>model.fit(X, y)<br>X_test = np.linspace(0, 12, 100).reshape(-1, 1)<br>probabilities = model.predict_proba(X_test)[:, 1]<br>plt.scatter(X, y, color=&#39;blue&#39;, label=&#39;Actual Data&#39;)<br>plt.plot(X_test, probabilities, color=&#39;red&#39;, label=&#39;Logistic Curve&#39;)<br>plt.xlabel(&#39;Feature&#39;)<br>plt.ylabel(&#39;Probability of Target&#39;)<br>plt.title(&#39;Logistic Regression Model&#39;)<br>plt.legend()<br>plt.show()"
519,@SyedRimsha-o3f,2024-09-04T05:15:38Z,2024-09-04T05:15:38Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=450"">7:30</a> body guard be like mujhe Q toda 😂😂😂"
520,@RajeshKumar-js9sj,2024-09-04T05:13:54Z,2024-09-04T05:13:54Z,0,Ooo daale mera naam select kr <br>Or mujhe 1 year free  pass send kr <br>😂😂😂😂😂😂😂😂😂😂
521,@MOHDZUBAIR-ou8fi,2024-09-04T05:07:38Z,2024-09-04T05:07:38Z,1,Nimoda nimoda 😂😅
522,@TigerBolte-l6m,2024-09-04T05:06:40Z,2024-09-04T05:06:40Z,0,Still waiting for episode 6 with arpit bala ❤
523,@rohit_j_0066,2024-09-04T04:55:28Z,2024-09-04T04:56:36Z,0,What naman did was a true comedy. He single-handedly made everyone laugh without using a single cussing or any dark jokes which our parents would also appreciate openly.<br>P.S. - not saying that cussing and dark jokes are bad but our parents or elder people can&#39;t appreciate that willingly cause of their sons/daughters or next generation children.<br>.<br>Once again i love this show
524,@VikasYadav-io1vd,2024-09-04T04:46:12Z,2024-09-04T04:46:12Z,0,Bhai Ranbir Kapoor ko ley ke aaoo
525,@sanjanneupane4503,2024-09-04T04:29:53Z,2024-09-04T04:29:53Z,52,Appreciation for painting guy 👏❤️<br>He deserves more praise 😊🔥
526,@indraratanpal2297,2024-09-04T04:15:41Z,2024-09-04T04:15:41Z,0,Naman was awesome 😍
527,@hope-kt7bj,2024-09-04T03:40:24Z,2024-09-04T03:40:24Z,0,Here for Naman !!
528,@joshii_kiran,2024-09-04T03:39:18Z,2024-09-04T03:39:18Z,0,"Samay is too white, just like paneer ka tukda"
529,@ajaykhati748,2024-09-04T03:13:52Z,2024-09-04T03:13:52Z,0,"Fgggg<a href=""https://www.youtube.com/post/Ugkx_4-WV6feks-5vN2eDahd6vDDD8UqkHio"">http://youtube.com/post/Ugkx_4-WV6feks-5vN2eDahd6vDDD8UqkHio?si=8Mvd6SZumusjCJEX</a>"
530,@joshii_kiran,2024-09-04T03:11:36Z,2024-09-04T03:11:36Z,0,"Balraj is too humble.. He&#39;s such sweetiepie, the way he treat each contestant.. Is just wow ❤"
531,@nasirpatel7648,2024-09-04T02:37:35Z,2024-09-04T02:37:35Z,0,Bhai Munawar ko bhi lao
532,@Maniman786,2024-09-04T01:42:51Z,2024-09-04T01:42:51Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1590"">26:30</a> 6.5 Hai naki 8.5 Contestant guess bay"
533,@UmairGujjar-w1h,2024-09-04T01:25:32Z,2024-09-04T01:25:32Z,0,Sammy&#39;s sense of humor is mind blowing
534,@AnkitYadav-hk8nu,2024-09-04T00:49:06Z,2024-09-04T00:49:06Z,0,?........?................?..?.????.??.?..?............
